state,00,01,02,10,11,12,20,21,22
---------,0.0306243335161298,0.030380987112026518,0.031291156629214015,0.02814448191395904,0.325454619412085,0.03004218839978636,0.03111120955316375,0.03021797768650579,0.030912558389701923
OX-------,0.0,0.0,0.0009331200000000004,0.0020995200000000006,0.08682393600000002,0.020263633920000006,0.0,0.07954486561820623,0.017435575296000004
OX-X----O,0.0,0.0,0.0,0.0,0.0,0.05443200000000001,-0.36000000000000004,-0.2,0.0
OX-X--OXO,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
OXOX-XOXO,0.0,0.0,0.0,0.0,0.7378560000000001,0.0,0.0,0.0,0.0
X----O---,0.0,0.060702520320000015,0.11365897509381662,0.027486031970304012,0.006480000000000001,0.0,0.04147200000000001,0.014418570240000003,0.011664000000000002
XX---OO--,0.0,0.0,0.48800000000000004,0.0,0.0,0.0,0.0,0.0,0.006480000000000001
XX-X-OO-O,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0
--X-----O,0.0,0.08341373657088001,0.0,0.019367424000000008,0.16170163200000004,0.006480000000000001,0.26314937073545114,0.0007464960000000004,0.0
-XX--O--O,0.36000000000000004,0.0,0.0,0.06480000000000001,0.0,0.0,0.0,0.0,0.0
-XXXOO--O,0.48800000000000004,0.0,0.0,0.0,0.0,0.0,-0.2,0.06480000000000001,0.0
O-----X--,0.0,0.0,0.14369817600000004,0.005184000000000001,0.23748349994226162,0.016866061885440004,0.0,0.08588942781972483,0.24957222901079024
O-X--OX--,0.0,0.0,0.0,0.0,0.931280523264,0.0,0.0,0.0,0.06480000000000001
OOXX-OX--,0.0,0.0,0.0,0.0,0.48800000000000004,0.0,0.0,0.0,0.036000000000000004
------X-O,0.04336548008935295,0.004147200000000001,0.17127735675125766,0.7717416434723636,0.09179476332134405,0.005521416192000002,0.0,0.016918577697346157,0.0
X-----XOO,0.0,0.0,0.0,0.0,0.0,0.13968000000000003,0.0,0.0,0.0
X--O-XXOO,0.0,-0.03680000000000001,0.0,0.0,0.12677760000000002,0.0,0.0,0.0,0.0
OX-O----X,0.0,0.0,0.028800000000000006,0.0,0.0,0.0,0.0,0.0,0.0
OX-O-O-XX,0.0,0.0,-0.2,0.0,0.0,0.0,0.2,0.0,0.0
O-O---XX-,0.0,0.036000000000000004,0.0,-0.2,0.06480000000000001,0.036000000000000004,0.0,0.0,0.5904
O-O-OXXX-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48800000000000004
-X-O-----,0.29477734668354405,0.0,0.03693312000000001,0.0,0.011664000000000002,0.005184000000000001,0.0,0.06480000000000001,0.006480000000000001
-X-O-O-X-,-0.17120000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XXOO-O-X-,0.0,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.0
--OX-----,0.13743724319539202,0.02084649799680001,0.0,0.0,0.2274452227543126,0.10289025287612011,0.14415533441370285,0.028969618636800008,0.014882538047569924
--OX--X-O,0.9141006540800001,0.0,0.0,0.0,0.0,0.07027200000000002,0.0,-0.2,0.0
X------O-,0.0,0.030699105294539546,0.0,0.030171205268103827,0.019128960000000007,0.0,0.028800000000000006,0.0,0.043659379401157536
XX--O--O-,0.0,0.0,0.8926258176000001,0.0,0.0,0.0,0.0,0.0,0.0
XX-XOO-O-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08784000000000002
XXOXOO-OX,0.0,0.0,0.0,0.0,0.0,0.0,0.5904,0.0,0.0
--X--XO-O,-0.56385792,-0.12400000000000003,0.0,-0.12400000000000003,0.006665751988489899,0.0,0.0,0.0,0.0
O-X--XOXO,0.0,0.0,0.0,0.0,-0.252,0.0,0.0,0.0,0.0
--O----X-,0.036733143062937616,0.04609915519120765,0.0,0.04535677452681217,0.047728833463656355,0.019342602214224923,0.04045081338252179,0.0,0.046213207113766176
--O-O-XX-,0.0,0.0,0.0,0.08784000000000002,0.0,0.10012613271552004,0.0,0.0,0.36000000000000004
X-OOO-XX-,0.0,-0.36000000000000004,0.0,0.0,0.0,-0.04000000000000001,0.0,0.0,0.48800000000000004
XOOOOXXX-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9718525023289344
----X--O-,0.06480000000000001,0.04569881170821122,0.7042099074184154,0.09080561295360001,0.0,0.04925463552000002,0.09597120122880004,0.0,0.17353307192330342
---XX--OO,0.0,0.0,-0.2,0.0,0.0,0.2,0.0,0.0,0.0
--X--O---,0.03774988800000001,0.06143878397952002,0.0,0.019752999469056006,0.19206506815346258,0.0,0.08497957331068558,0.02982666240000001,0.008626176000000004
--XO-O-X-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O-XOXO-X-,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.2,0.0,-0.2
--O---X--,0.35132387322082764,0.0020995200000000006,0.0,0.07509482290866862,0.021150720000000005,0.014575334400000006,0.0,0.15248710066176005,0.13988881649664003
--OOX-X--,0.014745600000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40205732184391696
--OOXXXO-,0.17105126400000004,-0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
---O--X--,0.09935603305391855,0.009331200000000003,0.14479444951371276,0.0,0.077139871698927,0.04177101312000001,0.0,0.08027409760970344,0.06480000000000001
-O-O--X-X,0.015811200000000004,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.48800000000000004,0.0
-OXO--XOX,0.0,0.0,0.0,0.0,0.0,0.7378560000000001,0.0,0.0,0.0
-OX------,0.023891969963847175,0.0,0.0,0.010007958011904003,0.22886478085676276,0.08219099639808003,0.12820312166400005,0.05128462109638659,0.021509452800000006
-OX-O-X--,0.036000000000000004,0.0,0.0,0.10584253440000002,0.0,-0.16000000000000003,0.0,0.25349640192000006,-0.2
OOXXO-X--,0.0,0.0,0.0,0.0,0.0,-0.5904,0.0,-0.43358873600000003,-0.36000000000000004
----XO---,0.034682920132608014,0.05859261849600002,0.08354806272000004,0.03397090048819202,0.0,0.0,0.060253295616000006,0.141297408,0.5691312561143195
X-O-XO---,0.0,0.014239999999999989,0.0,0.02805134561280001,0.0,0.0,0.0,0.053112960000000015,0.2
---OO-X-X,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7378560000000001,0.0
X-OOO-X-X,0.0,0.0,0.0,0.0,0.0,0.33157680112591403,0.0,0.8657822720000001,0.0
XXOOO-XOX,0.0,0.0,0.0,0.0,0.0,-0.19984154367497156,0.0,0.0,0.0
-O---X---,0.4514808387486382,0.0,0.07203022842267859,0.09613111726080004,0.15482635302796008,0.0,0.06592451097349326,0.01591145938944001,0.2279354356358107
-O-X-X--O,0.0,0.0,0.023040000000000005,0.0,0.48800000000000004,0.0,0.0,0.0,0.0
XOX--O---,0.0,0.0,0.0,0.07092375552000002,0.036000000000000004,0.0,0.23257728000000005,0.013478400000000005,0.028800000000000006
XOX-XO--O,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,-0.013760000000000005,0.0
---O----X,0.046359356194221615,0.005826816000000002,0.041184000000000005,0.0,0.03474938880000001,0.05042759073530921,0.40784541433454913,0.0,0.0
---O--XOX,0.05756002762752002,0.0,0.5045562649827179,0.0,0.014929920000000006,0.06480000000000001,0.0,0.0,0.0
-O-OX-XOX,0.2,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
-----O--X,0.07853037630146767,0.023276160000000004,0.02924812800000001,0.004147200000000001,0.07534156032000001,0.0,0.052773120000000014,0.07754502242398374,0.0
-X--OO--X,0.036000000000000004,0.0,0.0,0.015811200000000004,0.0,0.0,0.0,-0.2,0.0
-XX-OO-OX,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-XXXOOOOX,0.67232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XO-----OX,0.0,0.0,-0.17120000000000002,-0.015943577599999953,0.2,-0.10668799999999999,-0.2,0.0,0.0
XO-X-O-OX,0.0,0.0,0.0,0.0,0.2,0.0,0.5904,0.0,0.0
O------X-,0.0,0.018379210752000007,0.005720025600000002,0.006480000000000001,0.003317760000000001,0.0,0.015700635106626514,0.0,0.006480000000000001
OXO----X-,0.0,0.0,0.0,0.028800000000000006,0.2,0.020995200000000006,0.5751796268944729,0.0,0.036000000000000004
OXOXO--X-,0.0,0.0,0.0,0.0,0.0,-0.48800000000000004,-0.48800000000000004,0.0,-0.562623352832
